FromID,ToID,Distance_km,Time_min
C004,C011,11.5991,13.141666666666667
C004,C012,22.320400000000003,26.605
C004,C013,7.4531,9.741666666666667
C004,C014,18.019299999999998,20.803333333333335
C004,C015,1.3725999999999998,2.6666666666666665
C004,C016,8.4743,12.566666666666666
C004,C017,4.159,9.293333333333333
C004,C018,10.0078,14.363333333333333
C004,C019,14.2826,18.715
C004,C020,20.916900000000002,24.293333333333333
C004,C021,20.0431,25.05
C004,C022,4.4833,6.175
C004,C023,19.116,22.331666666666667
C004,C024,5.4141,8.816666666666666
C005,C001,13.5421,18.573333333333334
C005,C002,17.6063,23.096666666666668
C005,C003,14.4861,24.903333333333332
C005,C004,13.0517,17.961666666666666
C005,C006,7.8162,15.17
C005,C007,24.0856,32.39666666666667
C005,C008,1.6258,4.235
C005,C009,7.4684,12.225
C005,C010,20.049599999999998,26.626666666666665
C005,C011,9.6671,14.235000000000001
C005,C012,18.7488,29.58
C005,C013,14.2346,20.05
C005,C014,16.7535,24.458333333333332
C005,C015,13.2592,18.421666666666667
C005,C016,17.1004,23.628333333333334
C005,C017,10.7056,16.545
C005,C018,7.4915,15.139999999999999
C005,C019,20.5978,27.168333333333333
C005,C020,19.6511,27.948333333333334
C005,C021,27.1891,35.75833333333333
C005,C022,13.7596,18.543333333333333
C005,C023,17.8502,25.986666666666668
C005,C024,14.001100000000001,19.991666666666667
C006,C001,9.6816,13.883333333333333
C006,C002,9.911700000000002,14.025
C006,C003,11.546,16.12333333333333
C006,C004,9.1912,13.271666666666667
C006,C005,7.288399999999999,13.563333333333333
C006,C007,16.442400000000003,22.051666666666666
C006,C008,8.6341,15.911666666666667
C006,C009,9.5436,17.745
C006,C010,16.1891,21.936666666666667
C006,C011,13.992299999999998,21.416666666666668
C006,C012,16.4562,20.798333333333336
C006,C013,6.9156,11.110000000000001
C006,C014,12.2881,15.378333333333334
C006,C015,9.398700000000002,13.731666666666666
C006,C016,16.5005,23.631666666666668
C006,C017,7.9511,14.278333333333334
C006,C018,2.3194,6.248333333333333
C006,C019,12.954600000000001,16.823333333333334
C006,C020,15.1857,18.868333333333332
C006,C021,19.545900000000003,25.413333333333334
C006,C022,8.994299999999999,11.726666666666667
C006,C023,13.384799999999998,16.906666666666666
C006,C024,13.179200000000002,19.5
C007,C001,17.0284,23.71833333333333
C007,C002,7.9415,12.873333333333333
C007,C003,14.895,19.938333333333333
C007,C004,16.538,23.10666666666667
C007,C005,23.6583,30.18
C007,C006,16.0931,24.491666666666667
C007,C008,25.0276,32.586666666666666
C007,C009,23.3228,31.526666666666664
C007,C010,23.5359,31.771666666666665
C007,C011,26.703200000000002,33.48833333333333
C007,C012,13.7796,19.57
C007,C013,13.7416,20.246666666666666
C007,C014,15.6371,19.19333333333333
C007,C015,16.7455,23.566666666666666
C007,C016,23.8473,33.46666666666667
C007,C017,18.8796,27.326666666666664
C007,C018,17.309900000000003,27.55666666666667
C007,C019,4.2505,6.781666666666666
C007,C020,15.636700000000001,20.98
C007,C021,7.9761999999999995,12.29
C007,C022,14.1465,18.966666666666665
C007,C023,16.7338,20.721666666666668
C007,C024,20.5182,29.163333333333334
C008,C001,13.965399999999999,19.146666666666665
C008,C002,18.029700000000002,23.67
C008,C003,14.8735,25.52
C008,C004,13.475100000000001,18.535
C008,C005,1.5372999999999999,4.241666666666666
C008,C006,8.2036,15.786666666666667
C008,C007,24.473,33.013333333333335
C008,C009,7.8918,12.798333333333334
C008,C010,20.473,27.2
C008,C011,10.0905,14.808333333333334
C008,C012,19.136200000000002,30.196666666666665
C008,C013,14.6579,20.623333333333335
C008,C014,17.140900000000002,25.075
C008,C015,13.6826,18.995
C008,C016,17.5237,24.201666666666664
C008,C017,11.129,17.118333333333332
C008,C018,7.8789,15.756666666666666
C008,C019,20.9853,27.785
C008,C020,20.0386,28.565
C008,C021,27.5766,36.375
C008,C022,14.183,19.116666666666667
C008,C023,18.2377,26.603333333333335
C008,C024,14.4245,20.565
C009,C001,9.3118,14.28
C009,C002,16.2963,20.455
C009,C003,21.4404,25.225
C009,C004,9.3911,14.475
C009,C005,6.8609,10.985000000000001
C009,C006,11.389,18.506666666666668
C009,C007,23.081599999999998,30.043333333333333
C009,C008,7.1765,12.254999999999999
C009,C010,13.1844,21.125
C009,C011,6.3514,8.893333333333334
C009,C012,24.0819,30.223333333333336
C009,C013,12.9246,17.408333333333335
C009,C014,22.1825,24.48
C009,C015,10.2616,15.7
C009,C016,12.3986,17.145
C009,C017,6.0638000000000005,11.681666666666667
C009,C018,9.9525,15.49
C009,C019,21.242,26.14
C009,C020,25.080099999999998,27.970000000000002
C009,C021,28.395799999999998,33.61
C009,C022,12.4496,15.901666666666667
C009,C023,23.2792,26.008333333333333
C009,C024,7.3515,12.578333333333335
C010,C001,8.5036,13.008333333333333
C010,C002,21.739,26.91166666666667
C010,C003,24.5755,31.6
C010,C004,8.0132,12.370000000000001
C010,C005,19.9578,25.401666666666664
C010,C006,18.8995,25.871666666666666
C010,C007,23.186799999999998,31.56
C010,C008,21.327099999999998,27.808333333333334
C010,C009,11.6904,19.401666666666664
C010,C011,12.5458,19.82
C010,C012,29.6187,36.656666666666666
C010,C013,13.126,19.16
C010,C014,25.3176,30.855
C010,C015,7.2932,10.583333333333334
C010,C016,4.0684000000000005,6.845
C010,C017,8.943,19.098333333333336
C010,C018,17.306099999999997,24.415000000000003
C010,C019,21.5809,28.766666666666666
C010,C020,28.2152,34.345
C010,C021,27.3414,35.10166666666667
C010,C022,10.3772,15.588333333333333
C010,C023,26.4143,32.38333333333333
C010,C024,6.3138000000000005,12.94
C011,C001,10.7228,13.271666666666667
C011,C002,18.834400000000002,20.988333333333333
C011,C003,23.9785,25.758333333333333
C011,C004,10.802,13.466666666666667
C011,C005,9.233799999999999,12.811666666666667
C011,C006,16.0284,20.225
C011,C007,25.6197,30.576666666666664
C011,C008,9.5494,14.081666666666667
C011,C009,4.8168999999999995,6.158333333333333
C011,C010,14.5954,20.116666666666667
C011,C012,29.0217,30.815
C011,C013,15.838299999999998,18.073333333333334
C011,C014,24.720599999999997,25.013333333333332
C011,C015,11.6725,14.691666666666666
C011,C016,11.8883,15.726666666666667
C011,C017,8.818299999999999,10.711666666666668
C011,C018,13.5289,18.261666666666667
C011,C019,23.780099999999997,26.673333333333336
C011,C020,27.6182,28.503333333333334
C011,C021,30.9339,34.14333333333333
C011,C022,15.3846,17.2
C011,C023,25.8173,26.541666666666668
C011,C024,8.7625,11.57
C012,C001,22.6545,26.78666666666667
C012,C002,9.937100000000001,12.816666666666666
C012,C003,7.2841000000000005,11.275
C012,C004,22.164099999999998,26.148333333333333
C012,C005,17.552599999999998,23.263333333333332
C012,C006,13.5314,17.95
C012,C007,15.2391,18.998333333333335
C012,C008,18.8983,25.611666666666668
C012,C009,23.799599999999998,31.543333333333333
C012,C010,28.58,34.87833333333333
C012,C011,25.9983,33.553333333333335
C012,C013,16.540200000000002,20.803333333333335
C012,C014,7.4541,10.520000000000001
C012,C015,22.009,25.946666666666665
C012,C016,28.8914,36.57333333333334
C012,C017,21.4712,27.976666666666667
C012,C018,15.025799999999998,20.573333333333334
C012,C019,11.7514,13.770000000000001
C012,C020,3.1578000000000004,4.245
C012,C021,10.2501,20.316666666666666
C012,C022,19.6357,21.721666666666668
C012,C023,8.4315,12.139999999999999
C012,C024,25.5623,32.27
C013,C001,7.8692,11.486666666666668
C013,C002,7.4783,12.625
C013,C003,12.6223,17.395
C013,C004,7.3788,10.875
C013,C005,11.633899999999999,16.46333333333333
C013,C006,6.465199999999999,13.65
C013,C007,13.4417,20.123333333333335
C013,C008,13.003200000000001,18.87
C013,C009,13.027700000000001,19.18166666666667
C013,C010,14.376700000000001,19.540000000000003
C013,C011,17.5519,21.428333333333335
C013,C012,17.6655,22.451666666666664
C013,C014,13.3644,16.65
C013,C015,7.5863000000000005,11.335
C013,C016,14.6881,21.235
C013,C017,6.8552,13.610000000000001
C013,C018,8.9822,15.476666666666667
C013,C019,11.835799999999999,17.33
C013,C020,16.262,20.14
C013,C021,17.5963,23.665000000000003
C013,C022,5.558,8.026666666666667
C013,C023,14.4611,18.178333333333335
C013,C024,11.3668,17.103333333333335
C014,C001,19.1855,22.621666666666666
C014,C002,9.7185,10.095
C014,C003,3.6386999999999996,6.916666666666667
C014,C004,18.6951,22.009999999999998
C014,C005,14.624600000000001,19.759999999999998
C014,C006,10.603399999999999,14.446666666666665
C014,C007,16.8048,18.46833333333333
C014,C008,15.9703,22.108333333333334
C014,C009,20.871599999999997,28.040000000000003
C014,C010,25.693,30.675
C014,C011,23.0702,30.05
C014,C012,6.0515,7.258333333333334
C014,C013,13.6532,16.6
C014,C015,19.081,22.44333333333333
C014,C016,26.0044,32.37
C014,C017,18.5842,23.773333333333333
C014,C018,12.0978,17.07
C014,C019,13.317,13.24
C014,C020,3.338,4.645
C014,C021,19.9083,21.83
C014,C022,16.3036,17.87
C014,C023,1.2794,2.4383333333333335
C014,C024,22.6753,28.066666666666666
C015,C001,1.2104000000000001,2.425
C015,C002,14.5573,16.966666666666665
C015,C003,17.3938,21.654999999999998
C015,C004,0.7201000000000001,1.7866666666666666
C015,C005,12.7761,15.456666666666667
C015,C006,11.717799999999999,15.926666666666668
C015,C007,16.0051,21.615000000000002
C015,C008,14.1454,17.863333333333333
C015,C009,8.3353,11.286666666666667
C015,C010,7.718,10.591666666666667
C015,C011,11.7157,13.248333333333333
C015,C012,22.437,26.711666666666666
C015,C013,7.5697,9.848333333333333
C015,C014,18.135900000000003,20.91
C015,C016,8.029300000000001,12.286666666666667
C015,C017,4.6007,9.608333333333333
C015,C018,10.1243,14.47
C015,C019,14.3992,18.821666666666665
C015,C020,21.0335,24.4
C015,C021,20.1597,25.15666666666667
C015,C022,4.5999,6.281666666666666
C015,C023,19.232599999999998,22.438333333333333
C015,C024,5.5306999999999995,8.923333333333334
C016,C001,8.704,13.095
C016,C002,21.939400000000003,26.998333333333335
C016,C003,24.7759,31.686666666666667
C016,C004,8.2136,12.456666666666667
C016,C005,16.386400000000002,24.301666666666666
C016,C006,19.0999,25.958333333333332
C016,C007,23.3872,31.646666666666665
C016,C008,16.989,25.848333333333336
C016,C009,11.2947,16.915
C016,C010,4.4861,7.681666666666667
C016,C011,10.6856,16.108333333333334
C016,C012,29.8191,36.74333333333333
C016,C013,13.3264,19.246666666666666
C016,C014,25.518,30.941666666666666
C016,C015,7.493600000000001,10.67
C016,C017,10.947899999999999,17.805
C016,C018,17.5065,24.501666666666665
C016,C019,21.781299999999998,28.853333333333335
C016,C020,28.415599999999998,34.431666666666665
C016,C021,27.5418,35.18833333333334
C016,C022,10.5776,15.675
C016,C023,26.6147,32.47
C016,C024,4.7987,9.57
C017,C001,7.08,10.003333333333334
C017,C002,10.7473,13.761666666666667
C017,C003,15.891399999999999,18.53166666666667
C017,C004,6.589600000000001,9.391666666666667
C017,C005,7.5947,10.428333333333335
C017,C006,7.9413,12.998333333333333
C017,C007,17.5326,23.35
C017,C008,8.964,12.835
C017,C009,8.9886,13.146666666666667
C017,C010,13.5875,18.05666666666667
C017,C011,10.4077,15.361666666666668
C017,C012,20.9346,23.58833333333333
C017,C013,7.7512,10.846666666666666
C017,C014,16.6335,17.78666666666667
C017,C015,6.7971,9.851666666666667
C017,C016,9.3189,18.771666666666665
C017,C018,8.415700000000001,12.835
C017,C019,15.693,19.446666666666665
C017,C020,19.5311,21.276666666666664
C017,C021,22.846799999999998,26.916666666666668
C017,C022,7.2975,9.973333333333333
C017,C023,17.7302,19.315
C017,C024,5.0006,11.56
C018,C001,8.8017,11.351666666666667
C018,C002,12.3116,16.048333333333332
C018,C003,10.8774,18.78666666666667
C018,C004,8.3113,10.74
C018,C005,6.408600000000001,11.031666666666666
C018,C006,4.2075,9.053333333333335
C018,C007,18.3878,25.331666666666667
C018,C008,7.7542,13.379999999999999
C018,C009,8.6637,15.213333333333333
C018,C010,15.309299999999999,19.404999999999998
C018,C011,13.1124,18.884999999999998
C018,C012,15.1401,23.46333333333333
C018,C013,9.494200000000001,12.828333333333335
C018,C014,13.1448,18.341666666666665
C018,C015,8.5189,11.2
C018,C016,15.6206,21.1
C018,C017,7.0712,11.746666666666666
C018,C019,14.9001,20.103333333333335
C018,C020,16.0424,21.831666666666667
C018,C021,21.491400000000002,28.69333333333333
C018,C022,9.019200000000001,11.321666666666665
C018,C023,14.2415,19.87
C018,C024,12.2994,16.968333333333334
C019,C001,14.9692,20.416666666666668
C019,C002,5.4925,7.553333333333333
C019,C003,10.6445,13.156666666666666
C019,C004,14.4788,19.805
C019,C005,19.2256,26.001666666666665
C019,C006,11.842600000000001,17.709999999999997
C019,C007,6.1623,9.276666666666667
C019,C008,20.5713,28.35
C019,C009,21.2636,28.225
C019,C010,21.4767,28.470000000000002
C019,C011,24.644,30.186666666666667
C019,C012,9.5291,12.788333333333332
C019,C013,11.6825,16.945
C019,C014,11.3866,12.411666666666667
C019,C015,14.6863,20.265
C019,C016,21.7881,30.165000000000003
C019,C017,16.820400000000003,24.025
C019,C018,13.0594,20.775
C019,C020,11.3862,14.198333333333332
C019,C021,7.7708,10.471666666666666
C019,C022,12.087299999999999,15.665
C019,C023,12.4833,13.94
C019,C024,18.459,25.861666666666668
C020,C001,21.17,25.834999999999997
C020,C002,11.703,13.308333333333334
C020,C003,8.0051,10.985000000000001
C020,C004,20.679599999999997,25.223333333333336
C020,C005,16.609099999999998,22.973333333333336
C020,C006,12.5879,17.66
C020,C007,15.809299999999999,20.15
C020,C008,17.9548,25.321666666666665
C020,C009,22.856099999999998,31.253333333333334
C020,C010,27.6775,33.888333333333335
C020,C011,25.0547,33.263333333333335
C020,C012,3.4436999999999998,5.123333333333333
C020,C013,15.6377,19.813333333333333
C020,C014,4.4127,6.62
C020,C015,21.0655,25.65666666666667
C020,C016,27.9889,35.583333333333336
C020,C017,20.5687,26.986666666666668
C020,C018,14.0823,20.283333333333335
C020,C019,12.3215,14.921666666666665
C020,C021,18.9128,23.511666666666667
C020,C022,18.2881,21.083333333333332
C020,C023,5.3901,8.24
C020,C024,24.6598,31.279999999999998
C021,C001,21.0725,27.195
C021,C002,11.9856,16.35
C021,C003,18.119400000000002,23.01833333333333
C021,C004,20.582099999999997,26.583333333333332
C021,C005,27.7024,33.656666666666666
C021,C006,19.317400000000003,27.571666666666665
C021,C007,7.454,11.708333333333334
C021,C008,29.0717,36.06333333333334
C021,C009,27.3669,35.00333333333333
C021,C010,27.58,35.248333333333335
C021,C011,30.7473,36.965
C021,C012,10.710799999999999,16.811666666666667
C021,C013,17.785700000000002,23.723333333333336
C021,C014,18.8614,22.273333333333333
C021,C015,20.7896,27.043333333333333
C021,C016,27.8914,36.943333333333335
C021,C017,22.9237,30.803333333333335
C021,C018,20.534299999999998,30.636666666666667
C021,C019,8.0448,11.096666666666666
C021,C020,13.713299999999998,20.131666666666668
C021,C022,18.1906,22.44333333333333
C021,C023,19.958099999999998,23.801666666666666
C021,C024,24.5623,32.64
C022,C001,4.6401,6.569999999999999
C022,C002,12.0339,13.49
C022,C003,17.1779,18.259999999999998
C022,C004,4.1497,5.958333333333333
C022,C005,10.252600000000001,11.979999999999999
C022,C006,9.1943,12.45
C022,C007,14.138200000000001,18.878333333333334
C022,C008,11.6219,14.386666666666667
C022,C009,10.9345,14.378333333333334
C022,C010,11.1476,14.623333333333333
C022,C011,14.3149,16.34
C022,C012,22.2211,23.316666666666666
C022,C013,4.2171,5.328333333333333
C022,C014,17.92,17.515
C022,C015,4.017,5.86
C022,C016,11.4589,16.318333333333335
C022,C017,5.4738999999999995,9.126666666666667
C022,C018,7.600899999999999,10.993333333333334
C022,C019,12.5323,16.085
C022,C020,20.8176,21.005
C022,C021,18.2928,22.42
C022,C023,19.0167,19.043333333333333
C022,C024,8.1298,12.014999999999999
C023,C001,19.3968,24.053333333333335
C023,C002,9.929799999999998,11.526666666666667
C023,C003,3.7887,6.86
C023,C004,18.9065,23.441666666666666
C023,C005,14.836,21.191666666666666
C023,C006,10.8148,15.878333333333334
C023,C007,17.0162,19.9
C023,C008,16.1817,23.540000000000003
C023,C009,21.082900000000002,29.471666666666668
C023,C010,25.904400000000003,32.10666666666667
C023,C011,23.281599999999997,31.48166666666667
C023,C012,7.0751,8.831666666666667
C023,C013,13.864600000000001,18.03166666666667
C023,C014,1.0464,1.7283333333333333
C023,C015,19.2924,23.875
C023,C016,26.215700000000002,33.80166666666666
C023,C017,18.7956,25.205
C023,C018,12.3092,18.501666666666665
C023,C019,13.5284,14.671666666666665
C023,C020,4.3616,6.218333333333334
C023,C021,20.1197,23.261666666666667
C023,C022,16.5149,19.301666666666666
C023,C024,22.886599999999998,29.498333333333335
C024,C001,5.5582,9.555
C024,C002,16.8521,21.31833333333333
C024,C003,21.9962,26.08833333333333
C024,C004,5.6375,9.75
C024,C005,12.2745,17.538333333333334
C024,C006,14.046100000000001,20.555
C024,C007,21.013,29.626666666666665
C024,C008,13.8817,19.81
C024,C009,6.2686,10.181666666666667
C024,C010,6.222300000000001,12.641666666666667
C024,C011,8.3669,11.31
C024,C012,27.0394,31.145
C024,C013,12.5885,18.05
C024,C014,22.7383,25.34333333333333
C024,C015,6.507899999999999,10.975
C024,C016,4.2839,8.93
C024,C017,6.836,11.041666666666666
C024,C018,12.8353,19.331666666666667
C024,C019,19.4071,26.833333333333332
C024,C020,25.635900000000003,28.833333333333332
C024,C021,25.1676,33.16833333333333
C024,C022,9.6078,14.293333333333333
C024,C023,23.835,26.871666666666666
CD01,C001,27.144599999999997,40.736666666666665
CD01,C002,17.677599999999998,28.209999999999997
CD01,C003,13.979700000000001,25.886666666666667
CD01,C004,26.6542,40.125
CD01,C005,22.5838,37.875
CD01,C006,18.5626,32.56166666666667
CD01,C007,24.763900000000003,36.583333333333336
CD01,C008,23.9294,40.223333333333336
CD01,C009,28.8307,46.155
CD01,C010,33.6521,48.79
CD01,C011,31.029400000000003,48.165
CD01,C012,16.1247,28.02
CD01,C013,21.6124,34.715
CD01,C014,10.3874,21.521666666666665
CD01,C015,27.040200000000002,40.55833333333333
CD01,C016,33.9635,50.485
CD01,C017,26.5433,41.888333333333335
CD01,C018,20.057,35.184999999999995
CD01,C019,21.2762,31.355
CD01,C020,13.411200000000001,25.40666666666667
CD01,C021,27.8675,39.945
CD01,C022,24.262700000000002,35.985
CD01,C023,11.364799999999999,23.141666666666666
CD01,C024,30.634400000000003,46.181666666666665
